WD23CD,WD23NM,WD23NMW,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile,total_Population
E05010871,Graves Park, ,6.174,5,5,18479.0,5,3,17440.0
E05010872,Hillsborough, ,9.188,1,1,1389.0,1,1,19193.0
E05010873,Manor Castle, ,20.723,1,1,255.0,1,1,23130.0
E05010874,Mosborough, ,6.224,1,1,967.0,1,1,17406.0
E05010875,Nether Edge and Sharrow, ,5.822,1,1,2294.0,1,1,23820.0
E05010876,Park and Arbourthorne, ,13.137,1,1,864.0,1,1,19106.0
E05010877,Richmond, ,12.077,1,1,1338.0,1,1,18997.0
E05010878,Shiregreen and Brightside, ,15.035,1,1,1681.0,1,1,21087.0
E05010879,Southey, ,17.236,1,1,344.0,1,1,20663.0
E05010880,Stannington, ,3.749,2,2,5307.0,2,1,18998.0
E05010881,Stocksbridge and Upper Don, ,4.126,2,2,8081.0,2,1,18620.0
E05010882,Walkley, ,6.845,1,1,2468.5,1,1,23325.0
E05010883,West Ecclesfield, ,7.53,1,1,2453.0,1,1,17644.0
E05010884,Woodhouse, ,12.819,1,1,484.0,1,1,18625.0
E05010885,Ashley, ,7.39,1,1,2165.5,1,1,20863.0
E05010886,Avonmouth and Lawrence Weston, ,15.638,1,1,2095.0,1,1,22232.0
E05010887,Bedminster, ,9.435,3,3,9470.5,3,2,12896.0
E05010888,Bishopston and Ashley Down, ,5.85,6,6,24391.5,6,3,13210.0
E05010889,Bishopsworth, ,11.688,1,1,632.0,1,1,12362.0
E05010890,Brislington East, ,11.72,2,2,6434.0,2,1,12200.0
E05010891,Brislington West, ,11.72,1,1,4425.0,2,1,11874.0
E05010892,Central, ,11.729,1,1,1760.0,1,1,20564.0
E05010893,Clifton, ,6.768,5,5,20321.5,5,3,13177.0
E05010894,Clifton Down, ,7.265,6,6,24065.5,6,3,11635.0
E05010895,Cotham, ,8.067,1,1,1799.0,1,1,11664.0
E05010896,Easton, ,24.343,2,2,5857.0,2,1,14234.0
E05010897,Eastville, ,11.467,2,2,5140.0,2,1,14859.0
E05010898,Filwood, ,20.418,1,1,663.0,1,1,14262.0
E05010899,Frome Vale, ,11.467,1,1,1476.0,1,1,14432.0
E05010900,Hartcliffe and Withywood, ,30.138,1,1,233.0,1,1,19106.0
E05010901,Henbury and Brentry, ,11.025,1,1,2430.0,1,1,13345.0
E05010902,Hengrove and Whitchurch Park, ,7.789,1,1,2375.0,1,1,19212.0
E05010903,Hillfields, ,16.178,1,1,2367.0,1,1,13267.0
E05010904,Horfield, ,10.85,2,2,6720.0,2,1,13921.0
E05010905,Hotwells and Harbourside, ,7.48,4,4,14389.0,4,2,6457.0
E05010906,Knowle, ,11.56,1,1,715.0,1,1,14127.0
E05010907,Lawrence Hill, ,30.137,1,1,1168.0,1,1,20060.0
E05010908,Lockleaze, ,21.266,1,1,4523.0,2,1,13431.0
E05010909,Redland, ,5.026,5,5,21291.5,6,3,13453.0
E05010910,St George Central, ,17.444,2,2,6215.0,2,1,12971.0
E05010911,St George Troopers Hill, ,13.976,4,4,14847.0,4,2,6417.0
E05010912,St George West, ,24.262,2,2,8443.0,3,2,6916.0
E05010913,Southmead, ,10.369,1,1,996.0,1,1,13276.0
E05010914,Southville, ,8.214,2,2,4824.0,2,1,12844.0
E05010915,Stockwood, ,10.467,1,1,3160.0,1,1,11958.0
E05010916,Stoke Bishop, ,4.699,2,2,6263.0,2,1,13341.0
E05010917,Westbury-on-Trym and Henleaze, ,3.368,8,8,31393.0,8,4,20683.0
E05010918,Windmill Hill, ,13.7,1,1,4039.0,1,1,13775.0
E05010921,Banbury Cross and Neithrop, ,11.839,2,2,6218.0,2,1,10510.0
E05010922,Banbury Grimsbury and Hightown, ,6.635,2,2,6218.0,2,1,10671.0
E05010923,Banbury Hardwick, ,8.367,3,3,11347.0,3,2,10926.0
E05010924,Banbury Ruscote, ,15.02,2,2,4638.0,2,1,11865.0
E05010925,Bicester East, ,5.444,5,5,18380.5,5,3,8838.0
E05010926,Bicester North and Caversfield, ,5.27,5,5,20829.0,6,3,9287.0
E05010928,Bicester West, ,5.148,3,3,12277.0,3,2,8887.0
E05010929,"Cropredy, Sibfords and Wroxton", ,10.094,6,6,23819.0,6,3,8679.0
E05010930,Deddington, ,6.347,6,6,21882.0,6,3,9541.0
E05010932,Kidlington East, ,5.969,4,4,14683.0,4,2,10034.0
E05010933,Kidlington West, ,6.503,7,7,27562.5,7,4,9315.0
E05010934,Launton and Otmoor, ,8.558,4,4,16581.5,5,3,8774.0
E05010935,Cherryfield, ,37.409,1,1,250.5,1,1,10754.0
E05010936,Halewood North, ,12.545,1,1,1674.0,1,1,10199.0
E05010937,Halewood South, ,14.453,1,1,1034.0,1,1,10650.0
E05010938,Northwood, ,50.821,1,1,185.0,1,1,12074.0
E05010939,Page Moss, ,35.565,1,1,172.0,1,1,12041.0
E05010940,Prescot North, ,18.178,1,1,324.0,1,1,11104.0
E05010941,Prescot South, ,12.943,1,1,324.0,1,1,10239.0
E05010942,Roby, ,10.541,1,1,307.0,1,1,9869.0
E05010943,Shevington, ,17.772,1,1,185.0,1,1,11849.0
E05010944,St Gabriels, ,14.604,1,1,1027.0,1,1,9680.0
E05010945,St Michaels, ,17.75,1,1,307.0,1,1,9331.0
E05010946,Stockbridge, ,38.43,1,1,242.0,1,1,10880.0
E05010947,Swanside, ,19.428,2,2,7719.0,2,1,9458.0
E05010948,Whiston and Cronton, ,14.604,1,1,1450.0,1,1,9050.0
E05010949,Whitefield, ,26.169,1,1,440.0,1,1,9925.0
E05010950,Abbeydale, ,7.83,2,2,4869.0,2,1,7111.0
E05010951,Abbeymead, ,6.057,7,7,27227.5,7,4,6094.0
E05010952,Barnwood, ,6.062,2,2,6920.0,2,1,6929.0
E05010953,Barton and Tredworth, ,31.494,1,1,4358.5,2,1,12271.0
E05010954,Coney Hill, ,31.459,2,2,6920.0,2,1,3396.0
E05010955,Elmbridge, ,4.009,5,5,18200.0,5,3,6413.0
E05010956,Grange, ,10.7,4,4,13301.5,4,2,7003.0
E05010957,Hucclecote, ,6.658,7,7,25917.0,7,4,6276.0
E05010958,Kingsholm and Wotton, ,18.381,1,1,2107.0,1,1,7244.0
E05010959,Kingsway, ,14.758,6,6,21523.0,6,3,7100.0
E05010960,Longlevens, ,4.455,8,8,31953.5,8,4,9495.0
E05010961,"Matson, Robinswood and White City", ,19.396,1,1,1156.5,1,1,9945.0
E05010962,Moreland, ,18.064,1,1,3125.0,1,1,10649.0
E05010963,Podsmead, ,18.69,1,1,1004.0,1,1,3542.0
E05010964,Quedgeley Fieldcourt, ,10.193,6,6,21523.0,6,3,7595.0
E05010965,Quedgeley Severn Vale, ,4.436,6,6,25578.0,7,4,6074.0
E05010966,Tuffley, ,12.063,1,1,3920.0,1,1,6349.0
E05010967,Westgate, ,14.583,1,1,1004.0,1,1,10036.0
E05010969,Berkeley Vale, ,7.891,6,6,21827.5,6,3,7448.0
E05010972,Cam East, ,4.535,3,3,10447.0,3,2,4402.0
E05010973,Cam West, ,6.001,3,3,10447.0,3,2,4355.0
E05010975,Coaley and Uley, ,5.526,9,9,35981.0,9,5,2467.0
E05010976,Dursley, ,8.159,3,3,12451.5,3,2,7527.0
E05010981,Painswick and Upton, ,6.212,7,7,27306.5,7,4,7734.0
E05010982,"Randwick, Whiteshill and Ruscombe", ,5.706,9,9,34828.5,9,5,1903.0
E05010986,Stroud Central, ,13.631,5,5,20281.5,5,3,2207.0
E05010987,Stroud Farmhill and Paganhill, ,17.807,5,5,20281.5,5,3,2466.0
E05010988,Stroud Slade, ,13.631,4,4,15834.0,4,2,2410.0
E05010990,Stroud Uplands, ,10.785,7,7,26632.5,7,4,2070.0
E05010991,Stroud Valley, ,13.631,7,7,26632.5,7,4,2264.0
E05010992,The Stanleys, ,4.043,7,7,25969.5,7,4,4719.0
E05010995,Alresford and Itchen Valley, ,3.219,6,6,23184.0,6,3,8686.0
E05010996,Badger Farm and Oliver's Battery, ,1.182,9,9,36955.0,9,5,8244.0
E05010997,Bishop's Waltham, ,4.787,7,7,27283.0,7,4,8256.0
E05010998,Central Meon Valley, ,3.267,7,7,26532.0,7,4,9753.0
E05010999,Colden Common and Twyford, ,1.92,9,9,35169.5,9,5,6150.0
E05011000,Denmead, ,5.216,5,5,20107.5,5,3,9161.0
E05011001,St Barnabas, ,1.649,6,6,24766.0,6,3,9281.0
E05011002,St Bartholomew, ,7.431,3,3,11374.0,3,2,9373.0
E05011003,St Luke, ,5.435,4,4,13291.5,4,2,6402.0
E05011004,St Michael, ,6.066,4,4,16543.5,4,2,9186.0
E05011005,St Paul, ,2.606,9,9,34832.5,9,5,10030.0
E05011006,Southwick and Wickham, ,16.43,5,5,18545.0,5,3,7288.0
E05011007,The Worthys, ,2.15,6,6,21762.5,6,3,7462.0
E05011008,Upper Meon Valley, ,9.73,6,6,23184.0,6,3,5639.0
E05011009,Whiteley and Shedfield, ,4.177,7,7,27718.5,7,4,7302.0
E05011010,Wonston and Micheldever, ,2.15,5,5,20146.5,5,3,8055.0
E05011011,Alphington, ,8.159,3,3,10404.0,3,2,8342.0
E05011012,Duryard and St James, ,3.7,4,4,14534.5,4,2,16265.0
E05011013,Exwick, ,6.806,3,3,9578.0,3,2,9604.0
E05011014,Heavitree, ,5.257,2,2,8003.0,2,1,9448.0
E05011015,Mincinglake and Whipton, ,7.049,2,2,7858.0,2,1,8895.0
E05011016,Newtown and St Leonard's, ,3.991,2,2,7741.5,2,1,11587.0
E05011017,Pennsylvania, ,3.831,4,4,14830.0,4,2,10739.0
E05011018,Pinhoe, ,4.11,3,3,9445.5,3,2,10231.0
E05011019,Priory, ,8.382,2,2,4933.0,2,1,8758.0
E05011020,St David's, ,8.117,2,2,7301.0,2,1,11159.0
E05011021,St Loyes, ,5.64,2,2,8003.0,2,1,9522.0
E05011022,St Thomas, ,8.91,3,3,10404.0,3,2,9950.0
E05011023,Topsham, ,6.28,4,4,13228.5,4,2,10439.0
E05011024,Appleton, ,3.822,6,6,21808.0,6,3,10693.0
E05011025,Bewsey and Whitecross, ,13.548,1,1,2849.0,1,1,12405.0
E05011026,Birchwood, ,5.16,1,1,4261.0,2,1,10451.0
E05011027,Burtonwood and Winwick, ,7.371,3,3,12574.5,4,2,6222.0
E05011028,Chapelford and Old Hall, ,5.26,2,2,8521.0,3,2,12102.0
E05011029,"Culcheth, Glazebury and Croft", ,3.57,5,5,18511.0,5,3,11511.0
E05011030,Fairfield and Howley, ,20.863,1,1,1938.5,1,1,11823.0
E05011031,Grappenhall, ,3.538,9,9,37366.5,9,5,6952.0
E05011032,Great Sankey North and Whittle Hall, ,4.463,6,6,21954.5,6,3,10565.0
E05011033,Great Sankey South, ,7.236,3,3,11503.0,3,2,11506.0
E05011034,Latchford East, ,24.773,1,1,3200.0,1,1,9173.0
E05011035,Latchford West, ,12.652,3,3,10713.5,3,2,7569.0
E05011036,Lymm North and Thelwall, ,4.422,7,7,26011.5,7,4,11719.0
E05011037,Lymm South, ,3.536,7,7,26011.5,7,4,6410.0
E05011038,Orford, ,14.434,1,1,1938.5,1,1,11951.0
E05011039,Penketh and Cuerdley, ,6.415,7,7,25871.0,7,4,9808.0
E05011040,Poplars and Hulme, ,9.063,1,1,1611.5,1,1,12325.0
E05011041,Poulton North, ,7.322,2,2,5152.0,2,1,9518.0
E05011042,Poulton South, ,7.322,4,4,14962.0,4,2,6599.0
E05011043,Rixton and Woolston, ,5.237,6,6,22938.5,6,3,9094.0
E05011044,Stockton Heath, ,4.152,7,7,26209.0,7,4,6673.0
E05011045,Westbrook, ,6.285,6,6,23516.5,6,3,6511.0
E05011046,Callowland, ,12.071,4,4,14405.0,4,2,8802.0
E05011047,Central, ,20.131,2,2,6876.0,2,1,10859.0
E05011048,Holywell, ,15.089,3,3,9721.0,3,2,9898.0
E05011049,Leggatts, ,11.036,4,4,15193.5,4,2,8384.0
E05011050,Meriden, ,11.045,3,3,10589.0,3,2,8083.0
E05011051,Nascot, ,3.848,5,5,18902.5,5,3,9143.0
E05011052,Oxhey, ,5.584,3,3,9721.0,3,2,7283.0
E05011053,Park, ,2.103,4,4,16149.5,4,2,8647.0
E05011054,Stanborough, ,4.545,4,4,15762.0,4,2,7591.0
E05011055,Tudor, ,4.125,2,2,6876.0,2,1,7208.0
E05011056,Vicarage, ,12.507,4,4,16149.5,4,2,9141.0
E05011057,Woodside, ,8.956,4,4,14172.5,4,2,7992.0
E05011058,Brookmans Park and Little Heath, ,4.26,4,4,14292.5,4,2,7000.0
E05011059,Haldens, ,7.029,3,3,12535.0,4,2,6539.0
E05011060,Handside, ,2.213,6,6,25216.5,7,4,7007.0
E05011061,Hatfield Central, ,15.616,2,2,8818.0,3,2,8470.0
E05011062,Hatfield East, ,5.677,4,4,14239.5,4,2,8131.0
E05011063,Hatfield South West, ,9.441,4,4,15496.0,4,2,10762.0
E05011064,Hatfield Villages, ,7.043,4,4,15496.0,4,2,10556.0
E05011065,Hollybush, ,13.215,5,5,20239.0,5,3,7194.0
E05011066,Howlands, ,8.519,3,3,12886.5,4,2,7499.0
E05011067,Northaw and Cuffley, ,4.274,7,7,27789.0,7,4,6032.0
E05011068,Panshanger, ,4.655,3,3,12535.0,4,2,6002.0
E05011069,Peartree, ,14.749,3,3,9622.0,3,2,8303.0
E05011070,Sherrards, ,2.031,7,7,26157.0,7,4,6062.0
E05011071,Welham Green and Hatfield South, ,10.667,4,4,15496.0,4,2,7667.0
E05011072,Welwyn East, ,2.155,4,4,16445.5,4,2,6850.0
E05011073,Welwyn West, ,2.155,6,6,22569.5,6,3,6139.0
E05011074,Claygate, ,2.774,8,8,33903.0,9,5,7226.0
E05011075,Cobham and Downside, ,3.722,4,4,14033.5,4,2,8804.0
E05011076,Esher, ,2.922,5,5,20929.0,6,3,9235.0
E05011077,Hersham Village, ,3.664,5,5,20929.0,6,3,8803.0
E05011078,Hinchley Wood and Weston Green, ,3.367,6,6,21996.0,6,3,8699.0
E05011079,Long Ditton, ,3.667,8,8,34071.5,9,5,7456.0
E05011080,Molesey East, ,2.449,4,4,17151.0,5,3,8759.0
E05011081,Molesey West, ,5.405,3,3,10957.5,3,2,9211.0
E05011082,Oatlands and Burwood Park, ,2.635,6,6,22578.0,6,3,8512.0
E05011083,Oxshott and Stoke D'Abernon, ,2.954,9,9,37239.0,9,5,9625.0
E05011084,Thames Ditton, ,1.791,10,10,38418.5,10,5,9357.0
E05011085,Walton Central, ,2.635,8,8,30764.0,8,4,8749.0
E05011086,Walton North, ,3.931,3,3,10957.5,3,2,9134.0
E05011087,Walton South, ,3.056,3,3,10957.5,3,2,9200.0
E05011088,Weybridge Riverside, ,3.238,6,6,23661.0,6,3,8238.0
E05011089,Weybridge St George's Hill, ,3.866,6,6,22578.0,6,3,9016.0
E05011090,Bryher, ,12.005,7,7,28991.0,7,4,214.0
E05011091,St Agnes, ,12.005,7,7,28991.0,7,4,
E05011092,St Martin's, ,12.005,7,7,28991.0,7,4,164.0
E05011093,St Mary's, ,12.005,7,7,28991.0,7,4,1672.0
E05011094,Tresco, ,12.005,7,7,28991.0,7,4,231.0
E05011095,Borough & Bankside, ,16.421,3,3,10609.5,3,2,10171.0
E05011096,Camberwell Green, ,23.585,2,2,5957.0,2,1,15615.0
E05011097,Champion Hill, ,9.731,3,3,12487.0,4,2,9108.0
E05011098,Chaucer, ,14.247,1,1,3241.0,1,1,14867.0
E05011099,Dulwich Hill, ,11.302,3,3,12379.0,3,2,9615.0
E05011100,Dulwich Village, ,8.556,5,5,18271.0,5,3,10432.0
E05011101,Dulwich Wood, ,16.049,2,2,7453.5,2,1,10404.0
E05011102,Faraday, ,24.1,1,1,2987.5,1,1,12183.0
E05011103,Goose Green, ,9.199,4,4,16019.0,4,2,13727.0
E05011104,London Bridge & West Bermondsey, ,13.999,3,3,9067.0,3,2,15454.0
E05011105,Newington, ,22.737,2,2,6136.0,2,1,13351.0
E05011106,North Bermondsey, ,5.629,2,2,7423.5,2,1,15086.0
E05011107,North Walworth, ,22.737,1,1,3241.0,1,1,17461.0
E05011108,Nunhead & Queen's Road, ,17.58,1,1,4211.0,1,1,15539.0
E05011109,Old Kent Road, ,22.29,2,2,5886.5,2,1,19276.0
E05011110,Peckham, ,27.301,2,2,6072.5,2,1,14992.0
E05011111,Peckham Rye, ,11.302,3,3,11992.5,3,2,10035.0
E05011112,Rotherhithe, ,8.261,2,2,6266.0,2,1,15990.0
E05011113,Rye Lane, ,15.763,2,2,7728.0,2,1,14861.0
E05011114,St George's, ,16.421,2,2,6243.5,2,1,8792.0
E05011115,St Giles, ,19.198,2,2,5596.0,2,1,15892.0
E05011116,South Bermondsey, ,22.29,1,1,4153.0,1,1,15940.0
E05011117,Surrey Docks, ,8.354,2,2,6266.0,2,1,13122.0
E05011118,Acocks Green, ,21.331,1,1,1821.5,1,1,24506.0
E05011119,Allens Cross, ,14.871,1,1,1521.0,1,1,10935.0
E05011120,Alum Rock, ,32.331,1,1,797.0,1,1,28217.0
E05011121,Aston, ,35.267,1,1,891.0,1,1,24507.0
E05011122,Balsall Heath West, ,41.678,1,1,678.0,1,1,12358.0
E05011123,Bartley Green, ,18.733,1,1,1092.0,1,1,22777.0
E05011124,Billesley, ,15.081,1,1,1379.0,1,1,21539.0
E05011125,Birchfield, ,36.808,1,1,995.0,1,1,12657.0
E05011126,Bordesley & Highgate, ,24.672,1,1,361.0,1,1,16205.0
E05011127,Bordesley Green, ,44.822,1,1,195.0,1,1,13309.0
E05011128,Bournbrook & Selly Park, ,14.443,2,2,6904.0,2,1,23854.0
E05011129,Bournville & Cotteridge, ,15.361,1,1,2656.0,1,1,19145.0
E05011130,Brandwood & King's Heath, ,14.13,1,1,1550.0,1,1,18868.0
E05011131,Bromford & Hodge Hill, ,24.234,1,1,999.0,1,1,22631.0
E05011132,Castle Vale, ,33.082,1,1,711.0,1,1,9892.0
E05011133,Druids Heath & Monyhull, ,19.943,1,1,153.0,1,1,11698.0
E05011134,Edgbaston, ,8.186,1,1,2049.0,1,1,18435.0
E05011135,Erdington, ,6.013,1,1,396.0,1,1,22037.0
E05011136,Frankley Great Park, ,23.431,1,1,401.0,1,1,12560.0
E05011137,Garretts Green, ,25.119,1,1,744.0,1,1,11661.0
E05011138,Glebe Farm & Tile Cross, ,32.789,1,1,999.0,1,1,24706.0
E05011139,Gravelly Hill, ,42.242,1,1,959.0,1,1,10521.0
E05011140,Hall Green North, ,16.587,1,1,1721.0,1,1,25117.0
E05011141,Hall Green South, ,13.915,4,4,16002.0,4,2,11069.0
E05011142,Handsworth, ,32.155,1,1,1277.0,1,1,12366.0
E05011143,Handsworth Wood, ,14.244,1,1,2839.0,1,1,20298.0
E05011144,Harborne, ,10.384,1,1,1455.0,1,1,22923.0
E05011145,Heartlands, ,44.039,1,1,1577.0,1,1,13516.0
E05011146,Highter's Heath, ,10.07,2,2,4914.0,2,1,10749.0
E05011147,Holyhead, ,26.772,1,1,1877.5,1,1,11325.0
E05011148,King's Norton North, ,11.528,1,1,1655.0,1,1,11733.0
E05011149,King's Norton South, ,16.716,1,1,431.0,1,1,11655.0
E05011150,Kingstanding, ,19.524,1,1,604.0,1,1,21288.0
E05011151,Ladywood, ,12.858,1,1,1199.5,1,1,27024.0
E05011152,Longbridge & West Heath, ,13.764,1,1,1024.0,1,1,21915.0
E05011153,Lozells, ,45.386,1,1,621.0,1,1,12156.0
E05011154,Moseley, ,16.636,1,1,1139.0,1,1,21568.0
E05011155,Nechells, ,23.217,1,1,891.0,1,1,16970.0
E05011156,Newtown, ,20.4,1,1,662.0,1,1,16737.0
E05011157,North Edgbaston, ,23.688,1,1,1486.5,1,1,22412.0
E05011158,Northfield, ,14.871,1,1,3236.0,1,1,10383.0
E05011159,Oscott, ,21.978,1,1,2608.0,1,1,20725.0
E05011160,Perry Barr, ,20.109,2,2,7053.0,2,1,20850.0
E05011161,Perry Common, ,19.524,1,1,1489.0,1,1,12123.0
E05011162,Pype Hayes, ,24.528,1,1,1804.0,1,1,11112.0
E05011163,Quinton, ,12.231,1,1,1423.0,1,1,21613.0
E05011164,Rubery & Rednal, ,23.431,1,1,401.0,1,1,10296.0
E05011165,Shard End, ,46.1,1,1,999.0,1,1,12420.0
E05011166,Sheldon, ,16.879,1,1,818.0,1,1,20208.0
E05011167,Small Heath, ,43.166,1,1,1365.0,1,1,21837.0
E05011168,Soho & Jewellery Quarter, ,17.367,1,1,896.0,1,1,26000.0
E05011169,South Yardley, ,22.717,1,1,3876.0,1,1,11007.0
E05011170,Sparkbrook & Balsall Heath East, ,41.614,1,1,361.0,1,1,27246.0
E05011171,Sparkhill, ,23.832,1,1,1139.0,1,1,21946.0
E05011172,Stirchley, ,21.124,2,2,6265.0,2,1,10240.0
E05011173,Stockland Green, ,20.699,1,1,589.0,1,1,24041.0
E05011174,Sutton Four Oaks, ,3.767,5,5,19848.0,5,3,9435.0
E05011175,Sutton Mere Green, ,3.431,4,4,13656.0,4,2,10155.0
E05011176,Sutton Reddicap, ,7.257,1,1,3795.5,1,1,10019.0
E05011177,Sutton Roughley, ,3.431,1,1,3795.5,1,1,12244.0
E05011178,Sutton Trinity, ,3.767,4,4,15138.0,4,2,9771.0
E05011179,Sutton Vesey, ,5.369,3,3,11587.0,3,2,20137.0
E05011180,Sutton Walmley & Minworth, ,4.538,2,2,8361.0,2,1,16532.0
E05011181,Sutton Wylde Green, ,6.013,4,4,15138.0,4,2,9130.0
E05011182,Tyseley & Hay Mills, ,31.328,1,1,1428.0,1,1,11831.0
E05011183,Ward End, ,40.622,1,1,797.0,1,1,13906.0
E05011184,Weoley & Selly Oak, ,11.771,1,1,964.0,1,1,23651.0
E05011185,Yardley East, ,18.463,1,1,744.0,1,1,11187.0
E05011186,Yardley West & Stechford, ,36.083,1,1,2233.5,1,1,13719.0
E05011187,Bishopstoke, ,4.728,3,3,12716.0,4,2,10811.0
E05011188,Botley, ,7.033,8,8,32521.0,8,4,7807.0
E05011189,Bursledon & Hound North, ,7.61,2,2,8381.0,2,1,10406.0
E05011190,Chandler's Ford, ,2.686,8,8,34002.0,9,5,10485.0
E05011191,Eastleigh Central, ,7.357,4,4,13527.0,4,2,11103.0
E05011192,Eastleigh North, ,4.154,4,4,13527.0,4,2,9618.0
E05011193,Eastleigh South, ,12.357,3,3,10050.0,3,2,11975.0
E05011194,Fair Oak & Horton Heath, ,2.395,8,8,33153.5,8,4,11594.0
E05011195,Hamble & Netley, ,3.624,4,4,15707.5,4,2,10417.0
E05011196,Hedge End North, ,2.284,6,6,22034.0,6,3,10473.0
E05011197,Hedge End South, ,5.123,6,6,22034.0,6,3,11031.0
E05011198,Hiltingbury, ,1.273,10,10,41004.5,10,5,10794.0
E05011199,West End North, ,3.933,6,6,24481.0,6,3,6036.0
E05011200,West End South, ,7.952,6,6,22977.0,6,3,6385.0
E05011201,Ashdown, ,13.378,3,3,12997.5,4,2,5555.0
E05011202,Baird, ,25.385,1,1,315.0,1,1,5549.0
E05011203,Braybrooke, ,17.648,2,2,5706.0,2,1,5391.0
E05011204,Castle, ,26.525,1,1,590.0,1,1,6781.0
E05011205,Central St Leonards, ,26.448,1,1,1015.5,1,1,6972.0
E05011206,Conquest, ,10.937,6,6,24029.0,6,3,5058.0
E05011207,Gensing, ,27.647,1,1,2229.0,1,1,6545.0
E05011208,Hollington, ,29.168,1,1,1151.0,1,1,5751.0
E05011209,Maze Hill, ,16.316,2,2,6671.0,2,1,5641.0
E05011210,Old Hastings, ,17.917,3,3,9195.5,3,2,5201.0
E05011211,Ore, ,23.865,1,1,1571.0,1,1,5694.0
E05011212,St Helens, ,12.048,5,5,21498.0,6,3,4758.0
E05011213,Silverhill, ,10.937,2,2,7645.0,2,1,5768.0
E05011214,Tressell, ,18.557,1,1,371.0,1,1,5235.0
E05011215,West St Leonards, ,16.316,2,2,6216.0,2,1,4892.0
E05011216,Wishing Tree, ,17.729,1,1,1151.0,1,1,5831.0
E05011217,Barnehurst, ,5.875,2,2,8506.0,3,2,11778.0
E05011218,Belvedere, ,12.987,3,3,9651.5,3,2,17594.0
E05011219,Bexleyheath, ,5.202,3,3,11296.0,3,2,15819.0
E05011220,Blackfen & Lamorbey, ,5.115,6,6,23108.0,6,3,16704.0
E05011221,Blendon & Penhill, ,3.171,5,5,20876.0,6,3,15505.0
E05011222,Crayford, ,5.875,2,2,5015.0,2,1,16441.0
E05011223,Crook Log, ,4.079,5,5,17467.0,5,3,15308.0
E05011224,East Wickham, ,5.03,4,4,14108.0,4,2,16087.0
E05011225,Erith, ,14.648,3,3,10160.5,3,2,13271.0
E05011226,Falconwood & Welling, ,5.938,4,4,15942.0,4,2,16773.0
E05011227,Longlands, ,5.619,4,4,15088.0,4,2,10002.0
E05011228,Northumberland Heath, ,7.749,3,3,10160.5,3,2,11205.0
E05011229,St Mary's & St James, ,3.171,3,3,9365.0,3,2,10876.0
E05011230,Sidcup, ,5.631,2,2,5275.5,2,1,15584.0
E05011231,Slade Green & Northend, ,16.489,2,2,4971.0,2,1,12968.0
E05011232,Thamesmead East, ,18.552,2,2,6500.0,2,1,15958.0
E05011233,West Heath, ,4.079,5,5,17467.0,5,3,15962.0
E05011234,Aldborough, ,11.343,5,5,18502.0,5,3,15424.0
E05011235,Barkingside, ,7.595,5,5,21464.5,6,3,15672.0
E05011236,Bridge, ,6.729,2,2,5942.0,2,1,13179.0
E05011237,Chadwell, ,11.889,5,5,18496.0,5,3,16417.0
E05011238,Churchfields, ,3.631,2,2,5942.0,2,1,15398.0
E05011239,Clayhall, ,7.709,6,6,23681.0,6,3,14293.0
E05011240,Clementswood, ,18.413,3,3,9932.0,3,2,13551.0
E05011241,Cranbrook, ,11.491,4,4,15924.5,4,2,13111.0
E05011242,Fairlop, ,13.898,5,5,20249.0,5,3,14807.0
E05011243,Fullwell, ,7.709,2,2,5896.0,2,1,15352.0
E05011244,Goodmayes, ,14.99,3,3,12309.5,3,2,15493.0
E05011245,Hainault, ,18.246,3,3,9670.0,3,2,15883.0
E05011246,Ilford Town, ,15.334,2,2,8376.5,2,1,12569.0
E05011247,Loxford, ,22.036,2,2,8298.0,2,1,15401.0
E05011248,Mayfield, ,14.155,5,5,18243.0,5,3,16244.0
E05011249,Monkhams, ,4.117,7,7,28738.0,7,4,9600.0
E05011250,Newbury, ,12.74,5,5,17656.0,5,3,14293.0
E05011251,Seven Kings, ,14.99,3,3,11159.5,3,2,15157.0
E05011252,South Woodford, ,5.02,7,7,25991.5,7,4,12783.0
E05011253,Valentines, ,12.74,2,2,8376.5,2,1,15550.0
E05011254,Wanstead Park, ,8.353,4,4,14256.0,4,2,8125.0
E05011255,Wanstead Village, ,7.581,4,4,15117.0,4,2,12609.0
E05011256,Alconbury, ,8.654,7,7,25998.5,7,4,3773.0
E05011257,Brampton, ,5.266,6,6,24210.0,6,3,9557.0
E05011258,Buckden, ,6.688,8,8,34028.0,9,5,3515.0
E05011259,Fenstanton, ,4.623,7,7,29121.0,7,4,4087.0
E05011260,Godmanchester & Hemingford Abbots, ,4.168,5,5,20914.0,6,3,10260.0
E05011261,Great Paxton, ,8.693,6,6,23213.0,6,3,3089.0
E05011262,Great Staughton, ,3.682,7,7,25998.5,7,4,4333.0
E05011263,Hemingford Grey & Houghton, ,5.556,8,8,31105.0,8,4,6742.0
E05011264,Holywell-cum-Needingworth, ,3.124,9,9,36957.5,9,5,6933.0
E05011265,Huntingdon East, ,4.552,2,2,8286.0,2,1,6971.0
E05011266,Huntingdon North, ,9.071,2,2,8286.0,2,1,12848.0
E05011267,Kimbolton, ,9.648,6,6,23060.0,6,3,3457.0
E05011268,Ramsey, ,5.028,3,3,11133.0,3,2,10879.0
